pom,season,pom_s1count,pom_s3count
Daniel Vettori,2013,0,0
Daniel Vettori,2014,0,0
Daniel Vettori,2015,0,0
Daniel Vettori,2016,0,0
Daniel Vettori,2017,0,0
Daniel Vettori,2018,0,0
Daniel Vettori,2019,0,0
Daniel Vettori,2020,0,0
Daniel Vettori,2021,0,0
Daniel Vettori,2022,0,0
Daniel Vettori,2023,0,0
Daniel Vettori,2024,0,0
Daren Sammy,2008,0,0
Daren Sammy,2009,0,0
Daren Sammy,2010,0,0
Daren Sammy,2011,0,0
Daren Sammy,2012,0,0
Daren Sammy,2013,1,1
Daren Sammy,2014,0,1
Daren Sammy,2015,0,1
Daren Sammy,2016,0,0
Daren Sammy,2017,0,0
Daren Sammy,2018,0,0
Daren Sammy,2019,0,0
Daren Sammy,2020,0,0
Daren Sammy,2021,0,0
Daren Sammy,2022,0,0
Daren Sammy,2023,0,0
Daren Sammy,2024,0,0
David Hussey,2008,1,1
David Hussey,2009,0,1
David Hussey,2010,0,1
David Hussey,2011,0,0
David Hussey,2012,1,1
David Hussey,2013,0,1
David Hussey,2014,0,1
David Hussey,2015,0,0
David Hussey,2016,0,0
David Hussey,2017,0,0
David Hussey,2018,0,0
David Hussey,2019,0,0
David Hussey,2020,0,0
David Hussey,2021,0,0
David Hussey,2022,0,0
David Hussey,2023,0,0
David Hussey,2024,0,0
David Miller,2008,0,0
David Miller,2009,0,0
David Miller,2010,0,0
David Miller,2011,0,0
David Miller,2012,0,0
David Miller,2013,3,3
David Miller,2014,0,3
David Miller,2015,0,3
David Miller,2016,0,0
David Miller,2017,0,0
David Miller,2018,0,0
David Miller,2019,0,0
David Miller,2020,0,0
David Miller,2021,0,0
David Miller,2022,2,2
David Miller,2023,0,2
David Miller,2024,0,2
David Warner,2008,0,0
David Warner,2009,0,0
David Warner,2010,1,1
David Warner,2011,1,2
David Warner,2012,1,3
David Warner,2013,2,4
David Warner,2014,2,5
David Warner,2015,4,8
David Warner,2016,3,9
David Warner,2017,1,8
David Warner,2018,0,4
David Warner,2019,2,3
David Warner,2020,0,2
David Warner,2021,0,2
David Warner,2022,1,1
David Warner,2023,0,1
David Warner,2024,0,1
Deepak Chahar,2008,0,0
Deepak Chahar,2009,0,0
Deepak Chahar,2010,0,0
Deepak Chahar,2011,0,0
Deepak Chahar,2012,0,0
Deepak Chahar,2013,0,0
Deepak Chahar,2014,0,0
Deepak Chahar,2015,0,0
Deepak Chahar,2016,0,0
Deepak Chahar,2017,0,0
Deepak Chahar,2018,0,0
Deepak Chahar,2019,1,1
Deepak Chahar,2020,0,1
Deepak Chahar,2021,1,2
Deepak Chahar,2022,0,1
Deepak Chahar,2023,0,1
Deepak Chahar,2024,0,0
Deepak Hooda,2008,0,0
Deepak Hooda,2009,0,0
Deepak Hooda,2010,0,0
Deepak Hooda,2011,0,0
Deepak Hooda,2012,0,0
Deepak Hooda,2013,0,0
Deepak Hooda,2014,0,0
Deepak Hooda,2015,1,1
Deepak Hooda,2016,0,1
Deepak Hooda,2017,0,1
Deepak Hooda,2018,0,0
Deepak Hooda,2019,0,0
Deepak Hooda,2020,0,0
Deepak Hooda,2021,0,0
Deepak Hooda,2022,0,0
Deepak Hooda,2023,0,0
Deepak Hooda,2024,0,0
Devdutt Padikkal,2008,0,0
Devdutt Padikkal,2009,0,0
Devdutt Padikkal,2010,0,0
Devdutt Padikkal,2011,0,0
Devdutt Padikkal,2012,0,0
Devdutt Padikkal,2013,0,0
Devdutt Padikkal,2014,0,0
Devdutt Padikkal,2015,0,0
Devdutt Padikkal,2016,0,0
Devdutt Padikkal,2017,0,0
Devdutt Padikkal,2018,0,0
Devdutt Padikkal,2019,0,0
Devdutt Padikkal,2020,0,0
Devdutt Padikkal,2021,1,1
Devdutt Padikkal,2022,0,1
Devdutt Padikkal,2023,1,2
Devdutt Padikkal,2024,0,1
Devon Conway,2008,0,0
Devon Conway,2009,0,0
Devon Conway,2010,0,0
Devon Conway,2011,0,0
Devon Conway,2012,0,0
Devon Conway,2013,0,0
Devon Conway,2014,0,0
Devon Conway,2015,0,0
Devon Conway,2016,0,0
Devon Conway,2017,0,0
Devon Conway,2018,0,0
Devon Conway,2019,0,0
Devon Conway,2020,0,0
Devon Conway,2021,0,0
Devon Conway,2022,1,1
Devon Conway,2023,3,4
Devon Conway,2024,0,4
Dilhara Fernando,2008,1,1
Dilhara Fernando,2009,0,1
Dilhara Fernando,2010,0,1
Dilhara Fernando,2011,0,0
Dilhara Fernando,2012,0,0
Dilhara Fernando,2013,0,0
Dilhara Fernando,2014,0,0
Dilhara Fernando,2015,0,0
Dilhara Fernando,2016,0,0
Dilhara Fernando,2017,0,0
Dilhara Fernando,2018,0,0
Dilhara Fernando,2019,0,0
Dilhara Fernando,2020,0,0
Dilhara Fernando,2021,0,0
Dilhara Fernando,2022,0,0
Dilhara Fernando,2023,0,0
Dilhara Fernando,2024,0,0
Dimitri Mascarenhas,2008,0,0
Dimitri Mascarenhas,2009,0,0
Dimitri Mascarenhas,2010,0,0
Dimitri Mascarenhas,2011,0,0
Dimitri Mascarenhas,2012,1,1
Dimitri Mascarenhas,2013,0,1
Dimitri Mascarenhas,2014,0,1
Dimitri Mascarenhas,2015,0,0
Dimitri Mascarenhas,2016,0,0
Dimitri Mascarenhas,2017,0,0
Dimitri Mascarenhas,2018,0,0
Dimitri Mascarenhas,2019,0,0
Dimitri Mascarenhas,2020,0,0
Dimitri Mascarenhas,2021,0,0
Dimitri Mascarenhas,2022,0,0
Dimitri Mascarenhas,2023,0,0
Dimitri Mascarenhas,2024,0,0
Dinesh Karthik,2008,1,1
Dinesh Karthik,2009,0,1
Dinesh Karthik,2010,1,2
Dinesh Karthik,2011,1,2
Dinesh Karthik,2012,0,2
Dinesh Karthik,2013,1,2
Dinesh Karthik,2014,0,1
Dinesh Karthik,2015,0,1
Dinesh Karthik,2016,0,0
Dinesh Karthik,2017,0,0
Dinesh Karthik,2018,0,0
Dinesh Karthik,2019,0,0
Dinesh Karthik,2020,1,1
Dinesh Karthik,2021,0,1
Dinesh Karthik,2022,2,3
Dinesh Karthik,2023,0,2
Dinesh Karthik,2024,0,2
Dirk Nannes,2008,0,0
Dirk Nannes,2009,1,1
Dirk Nannes,2010,0,1
Dirk Nannes,2011,0,1
Dirk Nannes,2012,0,0
Dirk Nannes,2013,0,0
Dirk Nannes,2014,0,0
Dirk Nannes,2015,0,0
Dirk Nannes,2016,0,0
Dirk Nannes,2017,0,0
Dirk Nannes,2018,0,0
Dirk Nannes,2019,0,0
Dirk Nannes,2020,0,0
Dirk Nannes,2021,0,0
Dirk Nannes,2022,0,0
Dirk Nannes,2023,0,0
Dirk Nannes,2024,0,0
Doug Bollinger,2008,0,0
Doug Bollinger,2009,0,0
Doug Bollinger,2010,1,1
Doug Bollinger,2011,1,2
Doug Bollinger,2012,0,2
Doug Bollinger,2013,0,1
Doug Bollinger,2014,0,0
Doug Bollinger,2015,0,0
Doug Bollinger,2016,0,0
Doug Bollinger,2017,0,0
Doug Bollinger,2018,0,0
Doug Bollinger,2019,0,0
Doug Bollinger,2020,0,0
Doug Bollinger,2021,0,0
Doug Bollinger,2022,0,0
Doug Bollinger,2023,0,0
Doug Bollinger,2024,0,0
Dwayne Bravo,2008,1,1
Dwayne Bravo,2009,0,1
Dwayne Bravo,2010,0,1
Dwayne Bravo,2011,0,0
Dwayne Bravo,2012,0,0
Dwayne Bravo,2013,0,0
Dwayne Bravo,2014,0,0
Dwayne Bravo,2015,1,1
Dwayne Bravo,2016,0,1
Dwayne Bravo,2017,0,1
Dwayne Bravo,2018,1,1
Dwayne Bravo,2019,0,1
Dwayne Bravo,2020,0,1
Dwayne Bravo,2021,1,1
Dwayne Bravo,2022,0,1
Dwayne Bravo,2023,0,1
Dwayne Bravo,2024,0,0
Dwayne Smith,2008,0,0
Dwayne Smith,2009,1,1
Dwayne Smith,2010,0,1
Dwayne Smith,2011,0,1
Dwayne Smith,2012,2,2
Dwayne Smith,2013,2,4
Dwayne Smith,2014,3,7
Dwayne Smith,2015,0,5
Dwayne Smith,2016,2,5
Dwayne Smith,2017,1,3
Dwayne Smith,2018,0,3
Dwayne Smith,2019,0,1
Dwayne Smith,2020,0,0
Dwayne Smith,2021,0,0
Dwayne Smith,2022,0,0
Dwayne Smith,2023,0,0
Dwayne Smith,2024,0,0
Eoin Morgan,2008,0,0
Eoin Morgan,2009,0,0
Eoin Morgan,2010,0,0
Eoin Morgan,2011,0,0
Eoin Morgan,2012,0,0
Eoin Morgan,2013,0,0
Eoin Morgan,2014,0,0
Eoin Morgan,2015,1,1
Eoin Morgan,2016,0,1
Eoin Morgan,2017,0,1
Eoin Morgan,2018,0,0
Eoin Morgan,2019,0,0
Eoin Morgan,2020,0,0
Eoin Morgan,2021,1,1
Eoin Morgan,2022,0,1
Eoin Morgan,2023,0,1
Eoin Morgan,2024,0,0
Evin Lewis,2008,0,0
Evin Lewis,2009,0,0
Evin Lewis,2010,0,0
Evin Lewis,2011,0,0
Evin Lewis,2012,0,0
Evin Lewis,2013,0,0
Evin Lewis,2014,0,0
Evin Lewis,2015,0,0
Evin Lewis,2016,0,0
Evin Lewis,2017,0,0
Evin Lewis,2018,0,0
Evin Lewis,2019,0,0
Evin Lewis,2020,0,0
Evin Lewis,2021,0,0
Evin Lewis,2022,1,1
Evin Lewis,2023,0,1
Evin Lewis,2024,0,1
Faf du Plessis,2008,0,0
Faf du Plessis,2009,0,0
Faf du Plessis,2010,0,0
Faf du Plessis,2011,0,0
Faf du Plessis,2012,2,2
Faf du Plessis,2013,0,2
Faf du Plessis,2014,0,2
Faf du Plessis,2015,0,0
Faf du Plessis,2016,0,0
Faf du Plessis,2017,0,0
Faf du Plessis,2018,1,1
Faf du Plessis,2019,1,2
Faf du Plessis,2020,0,2
Faf du Plessis,2021,2,3
Faf du Plessis,2022,1,3
Faf du Plessis,2023,2,5
Faf du Plessis,2024,1,4
Farveez Maharoof,2008,1,1
Farveez Maharoof,2009,0,1
Farveez Maharoof,2010,0,1
Farveez Maharoof,2011,0,0
Farveez Maharoof,2012,0,0
Farveez Maharoof,2013,0,0
Farveez Maharoof,2014,0,0
Farveez Maharoof,2015,0,0
Farveez Maharoof,2016,0,0
Farveez Maharoof,2017,0,0
Farveez Maharoof,2018,0,0
Farveez Maharoof,2019,0,0
Farveez Maharoof,2020,0,0
Farveez Maharoof,2021,0,0
Farveez Maharoof,2022,0,0
Farveez Maharoof,2023,0,0
Farveez Maharoof,2024,0,0
Gautam Gambhir,2008,0,0
Gautam Gambhir,2009,1,1
Gautam Gambhir,2010,2,3
Gautam Gambhir,2011,1,4
Gautam Gambhir,2012,3,6
Gautam Gambhir,2013,2,6
Gautam Gambhir,2014,2,7
Gautam Gambhir,2015,0,4
Gautam Gambhir,2016,1,3
Gautam Gambhir,2017,1,2
Gautam Gambhir,2018,0,2
Gautam Gambhir,2019,0,1
Gautam Gambhir,2020,0,0
Gautam Gambhir,2021,0,0
Gautam Gambhir,2022,0,0
Gautam Gambhir,2023,0,0
Gautam Gambhir,2024,0,0
George Bailey,2008,0,0
George Bailey,2009,0,0
George Bailey,2010,0,0
George Bailey,2011,0,0
George Bailey,2012,0,0
George Bailey,2013,0,0
George Bailey,2014,0,0
George Bailey,2015,1,1
George Bailey,2016,0,1
George Bailey,2017,0,1
George Bailey,2018,0,0
George Bailey,2019,0,0
George Bailey,2020,0,0
George Bailey,2021,0,0
George Bailey,2022,0,0
George Bailey,2023,0,0
George Bailey,2024,0,0
Glenn Maxwell,2008,0,0
Glenn Maxwell,2009,0,0
Glenn Maxwell,2010,0,0
Glenn Maxwell,2011,0,0
Glenn Maxwell,2012,0,0
Glenn Maxwell,2013,0,0
Glenn Maxwell,2014,4,4
Glenn Maxwell,2015,0,4
Glenn Maxwell,2016,0,4
Glenn Maxwell,2017,1,1
Glenn Maxwell,2018,0,1
Glenn Maxwell,2019,0,1
Glenn Maxwell,2020,0,0
Glenn Maxwell,2021,3,3
Glenn Maxwell,2022,0,3
Glenn Maxwell,2023,1,4
Glenn Maxwell,2024,0,1
Glenn McGrath,2008,1,1
Glenn McGrath,2009,0,1
Glenn McGrath,2010,0,1
Glenn McGrath,2011,0,0
Glenn McGrath,2012,0,0
Glenn McGrath,2013,0,0
Glenn McGrath,2014,0,0
Glenn McGrath,2015,0,0
Glenn McGrath,2016,0,0
Glenn McGrath,2017,0,0
Glenn McGrath,2018,0,0
Glenn McGrath,2019,0,0
Glenn McGrath,2020,0,0
Glenn McGrath,2021,0,0
Glenn McGrath,2022,0,0
Glenn McGrath,2023,0,0
Glenn McGrath,2024,0,0
Glenn Phillips,2008,0,0
Glenn Phillips,2009,0,0
Glenn Phillips,2010,0,0
Glenn Phillips,2011,0,0
Glenn Phillips,2012,0,0
Glenn Phillips,2013,0,0
Glenn Phillips,2014,0,0
Glenn Phillips,2015,0,0
Glenn Phillips,2016,0,0
Glenn Phillips,2017,0,0
Glenn Phillips,2018,0,0
Glenn Phillips,2019,0,0
Glenn Phillips,2020,0,0
Glenn Phillips,2021,0,0
Glenn Phillips,2022,0,0
Glenn Phillips,2023,1,1
Glenn Phillips,2024,0,1
Graeme Smith,2008,1,1
Graeme Smith,2009,1,2
Graeme Smith,2010,0,2
Graeme Smith,2011,0,1
Graeme Smith,2012,0,0
Graeme Smith,2013,0,0
Graeme Smith,2014,0,0
Graeme Smith,2015,0,0
Graeme Smith,2016,0,0
Graeme Smith,2017,0,0
Graeme Smith,2018,0,0
Graeme Smith,2019,0,0
Graeme Smith,2020,0,0
Graeme Smith,2021,0,0
Graeme Smith,2022,0,0
Graeme Smith,2023,0,0
Graeme Smith,2024,0,0
Hanuma Vihari,2008,0,0
Hanuma Vihari,2009,0,0
Hanuma Vihari,2010,0,0
Hanuma Vihari,2011,0,0
Hanuma Vihari,2012,0,0
Hanuma Vihari,2013,2,2
Hanuma Vihari,2014,0,2
Hanuma Vihari,2015,0,2
Hanuma Vihari,2016,0,0
Hanuma Vihari,2017,0,0
Hanuma Vihari,2018,0,0
Hanuma Vihari,2019,0,0
Hanuma Vihari,2020,0,0
Hanuma Vihari,2021,0,0
Hanuma Vihari,2022,0,0
Hanuma Vihari,2023,0,0
Hanuma Vihari,2024,0,0
Harbhajan Singh,2008,0,0
Harbhajan Singh,2009,1,1
Harbhajan Singh,2010,1,2
Harbhajan Singh,2011,1,3
Harbhajan Singh,2012,0,2
Harbhajan Singh,2013,1,2
Harbhajan Singh,2014,0,1
Harbhajan Singh,2015,2,3
Harbhajan Singh,2016,0,2
Harbhajan Singh,2017,0,2
Harbhajan Singh,2018,0,0
Harbhajan Singh,2019,2,2
Harbhajan Singh,2020,0,2
Harbhajan Singh,2021,0,2
Harbhajan Singh,2022,0,0
Harbhajan Singh,2023,0,0
Harbhajan Singh,2024,0,0
Hardik Pandya,2008,0,0
Hardik Pandya,2009,0,0
Hardik Pandya,2010,0,0
Hardik Pandya,2011,0,0
Hardik Pandya,2012,0,0
Hardik Pandya,2013,0,0
Hardik Pandya,2014,0,0
Hardik Pandya,2015,2,2
Hardik Pandya,2016,0,2
Hardik Pandya,2017,0,2
Hardik Pandya,2018,1,1
Hardik Pandya,2019,3,4
Hardik Pandya,2020,0,4
Hardik Pandya,2021,0,3
Hardik Pandya,2022,2,2
Hardik Pandya,2023,0,2
Hardik Pandya,2024,0,2
Harmeet Singh,2008,0,0
Harmeet Singh,2009,0,0
Harmeet Singh,2010,1,1
Harmeet Singh,2011,0,1
Harmeet Singh,2012,0,1
Harmeet Singh,2013,1,1
Harmeet Singh,2014,0,1
Harmeet Singh,2015,0,1
Harmeet Singh,2016,0,0
Harmeet Singh,2017,0,0
Harmeet Singh,2018,0,0
Harmeet Singh,2019,0,0
Harmeet Singh,2020,0,0
Harmeet Singh,2021,0,0
Harmeet Singh,2022,0,0
Harmeet Singh,2023,0,0
Harmeet Singh,2024,0,0
Harpreet Brar,2008,0,0
Harpreet Brar,2009,0,0
Harpreet Brar,2010,0,0
Harpreet Brar,2011,0,0
Harpreet Brar,2012,0,0
Harpreet Brar,2013,0,0
Harpreet Brar,2014,0,0
Harpreet Brar,2015,0,0
Harpreet Brar,2016,0,0
Harpreet Brar,2017,0,0
Harpreet Brar,2018,0,0
Harpreet Brar,2019,0,0
Harpreet Brar,2020,0,0
Harpreet Brar,2021,1,1
Harpreet Brar,2022,1,2
Harpreet Brar,2023,0,2
Harpreet Brar,2024,1,2
Harry Brook,2008,0,0
Harry Brook,2009,0,0
Harry Brook,2010,0,0
Harry Brook,2011,0,0
Harry Brook,2012,0,0
Harry Brook,2013,0,0
Harry Brook,2014,0,0
Harry Brook,2015,0,0
Harry Brook,2016,0,0
Harry Brook,2017,0,0
Harry Brook,2018,0,0
Harry Brook,2019,0,0
Harry Brook,2020,0,0
Harry Brook,2021,0,0
Harry Brook,2022,0,0
Harry Brook,2023,1,1
Harry Brook,2024,0,1
Harry Gurney,2008,0,0
Harry Gurney,2009,0,0
Harry Gurney,2010,0,0
Harry Gurney,2011,0,0
Harry Gurney,2012,0,0
Harry Gurney,2013,0,0
Harry Gurney,2014,0,0
Harry Gurney,2015,0,0
Harry Gurney,2016,0,0
Harry Gurney,2017,0,0
Harry Gurney,2018,0,0
Harry Gurney,2019,1,1
Harry Gurney,2020,0,1
Harry Gurney,2021,0,1
Harry Gurney,2022,0,0
Harry Gurney,2023,0,0
Harry Gurney,2024,0,0
Harshal Patel,2008,0,0
Harshal Patel,2009,0,0
Harshal Patel,2010,0,0
Harshal Patel,2011,0,0
Harshal Patel,2012,0,0
Harshal Patel,2013,0,0
Harshal Patel,2014,0,0
Harshal Patel,2015,0,0
Harshal Patel,2016,0,0
Harshal Patel,2017,1,1
Harshal Patel,2018,1,2
Harshal Patel,2019,0,2
Harshal Patel,2020,0,1
Harshal Patel,2021,1,1
Harshal Patel,2022,1,2
Harshal Patel,2023,0,2
Harshal Patel,2024,0,1
Hashim Amla,2008,0,0
Hashim Amla,2009,0,0
Hashim Amla,2010,0,0
Hashim Amla,2011,0,0
Hashim Amla,2012,0,0
Hashim Amla,2013,0,0
Hashim Amla,2014,0,0
Hashim Amla,2015,0,0
Hashim Amla,2016,1,1
Hashim Amla,2017,1,2
Hashim Amla,2018,0,2
Hashim Amla,2019,0,1
Hashim Amla,2020,0,0
Hashim Amla,2021,0,0
Hashim Amla,2022,0,0
Hashim Amla,2023,0,0
Hashim Amla,2024,0,0
Herschelle Gibbs,2008,0,0
Herschelle Gibbs,2009,1,1
Herschelle Gibbs,2010,0,1
Herschelle Gibbs,2011,0,1
Herschelle Gibbs,2012,0,0
Herschelle Gibbs,2013,0,0
Herschelle Gibbs,2014,0,0
Herschelle Gibbs,2015,0,0
Herschelle Gibbs,2016,0,0
Herschelle Gibbs,2017,0,0
Herschelle Gibbs,2018,0,0
Herschelle Gibbs,2019,0,0
Herschelle Gibbs,2020,0,0
Herschelle Gibbs,2021,0,0
Herschelle Gibbs,2022,0,0
Herschelle Gibbs,2023,0,0
Herschelle Gibbs,2024,0,0
Imran Tahir,2008,0,0
Imran Tahir,2009,0,0
Imran Tahir,2010,0,0
Imran Tahir,2011,0,0
Imran Tahir,2012,0,0
Imran Tahir,2013,0,0
Imran Tahir,2014,0,0
Imran Tahir,2015,0,0
Imran Tahir,2016,0,0
Imran Tahir,2017,0,0
Imran Tahir,2018,0,0
Imran Tahir,2019,1,1
Imran Tahir,2020,0,1
Imran Tahir,2021,0,1
Imran Tahir,2022,0,0
Imran Tahir,2023,0,0
Imran Tahir,2024,0,0
Iqbal Abdulla,2008,0,0
Iqbal Abdulla,2009,0,0
Iqbal Abdulla,2010,0,0
Iqbal Abdulla,2011,2,2
Iqbal Abdulla,2012,0,2
Iqbal Abdulla,2013,0,2
Iqbal Abdulla,2014,0,0
Iqbal Abdulla,2015,0,0
Iqbal Abdulla,2016,0,0
Iqbal Abdulla,2017,0,0
Iqbal Abdulla,2018,0,0
Iqbal Abdulla,2019,0,0
Iqbal Abdulla,2020,0,0
Iqbal Abdulla,2021,0,0
Iqbal Abdulla,2022,0,0
Iqbal Abdulla,2023,0,0
Iqbal Abdulla,2024,0,0
Irfan Pathan,2008,1,1
Irfan Pathan,2009,0,1
Irfan Pathan,2010,0,1
Irfan Pathan,2011,0,0
Irfan Pathan,2012,1,1
Irfan Pathan,2013,0,1
Irfan Pathan,2014,0,1
Irfan Pathan,2015,0,0
Irfan Pathan,2016,0,0
Irfan Pathan,2017,0,0
Irfan Pathan,2018,0,0
Irfan Pathan,2019,0,0
Irfan Pathan,2020,0,0
Irfan Pathan,2021,0,0
Irfan Pathan,2022,0,0
Irfan Pathan,2023,0,0
Irfan Pathan,2024,0,0
Ishan Kishan,2008,0,0
Ishan Kishan,2009,0,0
Ishan Kishan,2010,0,0
Ishan Kishan,2011,0,0
Ishan Kishan,2012,0,0
Ishan Kishan,2013,0,0
Ishan Kishan,2014,0,0
Ishan Kishan,2015,0,0
Ishan Kishan,2016,0,0
Ishan Kishan,2017,0,0
Ishan Kishan,2018,1,1
Ishan Kishan,2019,0,1
Ishan Kishan,2020,1,2
Ishan Kishan,2021,1,2
Ishan Kishan,2022,0,2
Ishan Kishan,2023,1,2
Ishan Kishan,2024,0,1
Ishant Sharma,2008,0,0
Ishant Sharma,2009,0,0
Ishant Sharma,2010,0,0
Ishant Sharma,2011,1,1
Ishant Sharma,2012,0,1
Ishant Sharma,2013,1,2
Ishant Sharma,2014,0,1
Ishant Sharma,2015,0,1
Ishant Sharma,2016,0,0
Ishant Sharma,2017,0,0
Ishant Sharma,2018,0,0
Ishant Sharma,2019,0,0
Ishant Sharma,2020,0,0
Ishant Sharma,2021,0,0
Ishant Sharma,2022,0,0
Ishant Sharma,2023,1,1
Ishant Sharma,2024,1,2
Jacob Oram,2008,1,1
Jacob Oram,2009,0,1
Jacob Oram,2010,0,1
Jacob Oram,2011,0,0
Jacob Oram,2012,0,0
Jacob Oram,2013,0,0
Jacob Oram,2014,0,0
Jacob Oram,2015,0,0
Jacob Oram,2016,0,0
Jacob Oram,2017,0,0
Jacob Oram,2018,0,0
Jacob Oram,2019,0,0
Jacob Oram,2020,0,0
Jacob Oram,2021,0,0
Jacob Oram,2022,0,0
Jacob Oram,2023,0,0
Jacob Oram,2024,0,0
Jacques Kallis,2008,0,0
Jacques Kallis,2009,2,2
Jacques Kallis,2010,3,5
Jacques Kallis,2011,1,6
Jacques Kallis,2012,1,5
Jacques Kallis,2013,2,4
Jacques Kallis,2014,1,4
Jacques Kallis,2015,0,3
Jacques Kallis,2016,0,1
Jacques Kallis,2017,0,0
Jacques Kallis,2018,0,0
Jacques Kallis,2019,0,0
Jacques Kallis,2020,0,0
Jacques Kallis,2021,0,0
Jacques Kallis,2022,0,0
Jacques Kallis,2023,0,0
Jacques Kallis,2024,0,0
Jake Fraser-McGurk,2008,0,0
Jake Fraser-McGurk,2009,0,0
Jake Fraser-McGurk,2010,0,0
Jake Fraser-McGurk,2011,0,0
Jake Fraser-McGurk,2012,0,0
Jake Fraser-McGurk,2013,0,0
Jake Fraser-McGurk,2014,0,0
Jake Fraser-McGurk,2015,0,0
Jake Fraser-McGurk,2016,0,0
Jake Fraser-McGurk,2017,0,0
Jake Fraser-McGurk,2018,0,0
Jake Fraser-McGurk,2019,0,0
Jake Fraser-McGurk,2020,0,0
Jake Fraser-McGurk,2021,0,0
Jake Fraser-McGurk,2022,0,0
Jake Fraser-McGurk,2023,0,0
Jake Fraser-McGurk,2024,1,1
James Faulkner,2008,0,0
James Faulkner,2009,0,0
James Faulkner,2010,0,0
James Faulkner,2011,0,0
James Faulkner,2012,0,0
James Faulkner,2013,2,2
James Faulkner,2014,2,4
James Faulkner,2015,1,5
James Faulkner,2016,0,3
James Faulkner,2017,0,1
James Faulkner,2018,0,0
James Faulkner,2019,0,0
James Faulkner,2020,0,0
James Faulkner,2021,0,0
James Faulkner,2022,0,0
James Faulkner,2023,0,0
James Faulkner,2024,0,0
James Franklin,2008,0,0
James Franklin,2009,0,0
James Franklin,2010,0,0
James Franklin,2011,1,1
James Franklin,2012,0,1
James Franklin,2013,0,1
James Franklin,2014,0,0
James Franklin,2015,0,0
James Franklin,2016,0,0
James Franklin,2017,0,0
James Franklin,2018,0,0
James Franklin,2019,0,0
James Franklin,2020,0,0
James Franklin,2021,0,0
James Franklin,2022,0,0
James Franklin,2023,0,0
James Franklin,2024,0,0
Jason Holder,2008,0,0
Jason Holder,2009,0,0
Jason Holder,2010,0,0
Jason Holder,2011,0,0
Jason Holder,2012,0,0
Jason Holder,2013,0,0
Jason Holder,2014,0,0
Jason Holder,2015,0,0
Jason Holder,2016,0,0
Jason Holder,2017,0,0
Jason Holder,2018,0,0
Jason Holder,2019,0,0
Jason Holder,2020,0,0
Jason Holder,2021,1,1
Jason Holder,2022,0,1
Jason Holder,2023,0,1
Jason Holder,2024,0,0
Jason Roy,2008,0,0
Jason Roy,2009,0,0
Jason Roy,2010,0,0
Jason Roy,2011,0,0
Jason Roy,2012,0,0
Jason Roy,2013,0,0
Jason Roy,2014,0,0
Jason Roy,2015,0,0
Jason Roy,2016,0,0
Jason Roy,2017,0,0
Jason Roy,2018,1,1
Jason Roy,2019,0,1
Jason Roy,2020,0,1
Jason Roy,2021,1,1
Jason Roy,2022,0,1
Jason Roy,2023,0,1
Jason Roy,2024,0,0
Jasprit Bumrah,2008,0,0
Jasprit Bumrah,2009,0,0
Jasprit Bumrah,2010,0,0
Jasprit Bumrah,2011,0,0
Jasprit Bumrah,2012,0,0
Jasprit Bumrah,2013,0,0
Jasprit Bumrah,2014,0,0
Jasprit Bumrah,2015,0,0
Jasprit Bumrah,2016,0,0
Jasprit Bumrah,2017,1,1
Jasprit Bumrah,2018,1,2
Jasprit Bumrah,2019,3,5
Jasprit Bumrah,2020,1,5
Jasprit Bumrah,2021,0,4
Jasprit Bumrah,2022,2,3
Jasprit Bumrah,2023,0,2
Jasprit Bumrah,2024,2,4
Jaydev Unadkat,2008,0,0
Jaydev Unadkat,2009,0,0
Jaydev Unadkat,2010,1,1
Jaydev Unadkat,2011,0,1
Jaydev Unadkat,2012,0,1
Jaydev Unadkat,2013,1,1
Jaydev Unadkat,2014,0,1
Jaydev Unadkat,2015,0,1
Jaydev Unadkat,2016,0,0
Jaydev Unadkat,2017,2,2
Jaydev Unadkat,2018,0,2
Jaydev Unadkat,2019,1,3
Jaydev Unadkat,2020,0,1
Jaydev Unadkat,2021,1,2
Jaydev Unadkat,2022,0,1
Jaydev Unadkat,2023,0,1
Jaydev Unadkat,2024,0,0
Jean-Paul Duminy,2008,0,0
Jean-Paul Duminy,2009,2,2
Jean-Paul Duminy,2010,0,2
Jean-Paul Duminy,2011,0,2
Jean-Paul Duminy,2012,0,0
Jean-Paul Duminy,2013,0,0
Jean-Paul Duminy,2014,1,1
Jean-Paul Duminy,2015,1,2
Jean-Paul Duminy,2016,0,2
Jean-Paul Duminy,2017,0,1
Jean-Paul Duminy,2018,0,0
Jean-Paul Duminy,2019,0,0
Jean-Paul Duminy,2020,0,0
Jean-Paul Duminy,2021,0,0
Jean-Paul Duminy,2022,0,0
Jean-Paul Duminy,2023,0,0
Jean-Paul Duminy,2024,0,0
Jesse Ryder,2008,0,0
Jesse Ryder,2009,0,0
Jesse Ryder,2010,0,0
Jesse Ryder,2011,0,0
Jesse Ryder,2012,1,1
Jesse Ryder,2013,0,1
Jesse Ryder,2014,0,1
Jesse Ryder,2015,0,0
Jesse Ryder,2016,0,0
Jesse Ryder,2017,0,0
Jesse Ryder,2018,0,0
Jesse Ryder,2019,0,0
Jesse Ryder,2020,0,0
Jesse Ryder,2021,0,0
Jesse Ryder,2022,0,0
Jesse Ryder,2023,0,0
Jesse Ryder,2024,0,0
Jofra Archer,2008,0,0
